"With the Name of Allah, the All-Merciful, the Most Merciful",بسم الله الرحمن الرحيم
"In the statement: “sitting in the masjids after the prayers.... this also covers sitting for the remembrance (of Allah), reading the Qur’an, listening to knowledge and teaching it and so on. Especially after the Morning Prayer until the sunrise. The texts that have been reported show the virtue of that.","ويدخل في قوله: "" والجلوس في المساجد بعد الصلوات "": الجلوس للذكر والقراءة وسماع العلم وتعليمه ونحو ذلك، لا سيما بعد صلاة الصبح حتى تطلع الشمس، فإن النصوص قد وردت بفضل ذلك،"
"It is similar to the one that sits and waits for the next prayer, because he has performed what he came to the masjid to do and now sits and waits for another form of obedience.","وهو شبيهٌ بمن جلس ينتظر صلاة أخرى، لأنه قد قضى ما جاء المسجد لأجله من الصلاة وجلس ينتظر طاعة أخرى.
"
"It has been reported in Bukhari that the Prophet (H) said: “There is no group of people that gather in a house, from the houses of Allah, the Most High, reciting the book of Allah, studying it between themselves, except tranquility descends upon them and mercy envelops them. The angels surround them, and Allah mentions them to those who are present with Him.”","وفي الصحيح عن النبي قال: "" وما اجتمع قوم في بيت من بيوت الله تعالى يتلون كتاب الله ويتدارسونه بينهم، إلا نزلت عليهم السكينة، وغشيتهم الرحمة، وحفّتهم الملائكة، وذكرهم الله فيمن عنده "".
"
"As for the one sitting before the prayer waiting for a specific prayer, then he is (considered) in the prayer until he actually prays. In the Two Sahihs, it is reported on the authority of Anas (radiyAllahu 'anhu) from the Prophet (PBUH) that when he once delayed the 'Ishaa prayer very late, so when he came out to pray with them, he said to them: “Indeed you are in the state of prayer as long as you are waiting for the prayer.”","وأما الجالس قبل الصلاة في المسجد لانتظار تلك الصلاة خاصةً فهو في صلاة حتى يصلي، وفي الصحيحين عن أنس عن النبي أنه لما أخّر صلاة العشاء الآخرة ثم خرج فصلى بهم: قال لهم: "" إنكم لم تزالوا في صلاةٍ ما انتظرتم الصلاة "".
"
"Also reported by them, on the authority of Abu Hurayrah (radiyAllahu anhu) from the Prophet (PBUH) who said: “The angels send prayers on anyone of you as long as he is in the place of prayer and remains in a state of purity by saying: ‘O Allah forgive him, O Allah have mercy upon him.’ You continue to be in a state of prayer as long as it is the prayer that keeps you (waiting). Nothing other than the prayer keeps him from going back to his family.”","وفيهما أيضاً عن أبي هريرة عن النبي قال: "" الملائكة تصلي عل أحدكم ما دام في مصلاه ما لم يحدث: اللهم اغفر له، اللهم ارحمه. ولا يزال أحدكم في صلاة ما كانت الصلاة تحبسه، لا يمنعه أن ينقلب إلى أهله إلا الصلاة "". "
"In a narration of Muslim: “As long as he does not harm anyone, and does not break his state of purification.”","وفي رواية لمسلم: "" ما لم يؤذِ فيه، ما لم يحدث فيه ""."
"This shows that the meaning of not breaking the state of purification: is what is said on the tongue and so forth by way of harming others. Also it was explained by Abu Hurayrah (radiyAllahu 'anhu) as breaking of purification from the private parts, and it has been said to include both.","وهذا يدل على أن المراد بالحدث: حدث اللسان ونحوه، وفسره أبو هريرة بحدث الفرج، وقيل إنه يشمل الحدثين.
"
"In the Musnad, it has been reported on the authority of 'Uqbah Ibn Amir (radiyAllahu anhu) that the Prophet (PBUH) said: “The one sitting devoting his time for the prayer is like the devout person. He is written from among the people who are praying from the moment he left his house until he returns.”","وفي المسند عن عقبة بن عامر عن النبي قال: "" القاعد يرعى الصلاة كالقانت، ويُكتب من المصلين من حين يخرج من بيته حتى يرجع إليه ""."
"In another narration of his: “So when he has prayed in the masjid and then sits down, he is like the devout fasting person in continuous obedience, until he returns.” There are many narrations with similar meaning.","وفي رواية له: "" فإذا صلى في المسجد ثم قعد فيه كان كالصائم القانت حتى يرجع "". وفي هذا المعنى أحاديث كثيرة.
"
"In summary, sitting in the masjid for actions of obedience has great virtue. As reported in the hadith on the authority of Abu Hurayrah (radiyAllahu 'anhu) that the Prophet (PBUH) said: “No Muslim who regularly attend the masjids to perform the prayers and remembers Allah, except that Allah is pleased with him, just as the family of one who is absent feels happy when he comes back to them.”","وبالجملة فالجلوس في المسجد للطاعات له فضل عظيم، وفي حديث أبي هريرة عن النبي قال: "" لا يوطن رجل المساجد للصلاة والذكر إلا تبشبش الله عز وجل كما يتبشبش أهل الغائب إذا قدم عليهم غائبهم "".
"
"It has been narrated by Darraj from Abu'l-Haytham on the authority of Abu Said (radiyAllahu anhu) from the Prophet (PBUH) who said: “Whoever loves the masjid, Allah loves him.”","وروى دراج عن أبي الهيثم عن أبي سع عن النبي قال: "" من ألف المسجد ألفه الله ""."
"Sa'iid Ibn Al-Musayyib said: ‘Whoever sits in the masjids then (it is like he) is in a gathering with Allah, the Mighty and Majestic. It has been authentically reported from the Prophet (PBUH) that he counted of the seven who will shaded by Allah’s shade, on the day there is no shade except His: “A man whose heart is connected to the masjid., when he leaves it, he is longing to return back.”","وقال سعيد بن المسيب: من جلس في المسجد فإنما يجالس الله عز وجل وصحّ عن النبي أنه عدّ من السبعة الذين يظلهم الله في ظلّه يوم لا ظل إلا ظله: "" رجل قلبه معلّق بالمسجد إذا خرج منه حتى يعود "".
"
"Indeed staying in the masjid for acts of obedience is a way of expiating sins because it requires struggling against one’s self Holding back one’s desires, which lean towards going out into the earth seeking sustenance, or enjoying the company of people and conversing with them, or going out for leisure in elegant places and living in nice homes, and other places of recreation.","وإنما كان ملازمة المسجد مكفراً للذنوب لأن فيه مجاهدة للنفس، وكفّاً لها عن أهوائها فإنها لا تميل إلا إلى الإنتشار في الأرض لابتغاء الكسب أو لمجالسة الناس ومحادثتهم أو للتنزه في الدور الأنيقة والمساكن الحسنة ومواطن النّزه ونحو ذلك،"
